Was passiert,0.008051,-0.014509,0.000000,0.000000,0.000061,1.000000,0.000000
funz jez?,0.008051,-0.014509,0.000000,0.000000,0.000061,1.000000,0.000000
i hope so,0.008051,-0.014509,0.000000,0.000000,0.000061,1.000000,0.000000
